game,playoff,date,team,loc,opp,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,ts_pct,eFG_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,Name
42,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-01-25&is_playoff_game=N,2017-01-25,GSW,@,CHO,W (+10),1,13:25,0,1,.000,0,0,,2,2,1.000,1,3,4,1,0,1,0,2,2,3.5,-11,.532,.000,9.9,22.4,17.0,9.2,0.0,5.2,0.0,6.4,150,104,Zaza Pachulia
43,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-01-28&is_playoff_game=N,2017-01-28,GSW,,LAC,W (+46),1,14:25,2,3,.667,0,0,,0,0,,2,4,6,3,1,0,1,3,4,6.2,+13,.667,.667,20.2,28.3,25.0,19.8,3.4,0.0,25.0,12.1,145,95,Zaza Pachulia
44,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-01-29&is_playoff_game=N,2017-01-29,GSW,@,POR,W (+2),1,23:30,3,5,.600,0,0,,8,10,.800,2,3,5,2,4,0,1,3,14,16.4,+12,.745,.600,10.0,15.3,12.6,13.7,7.9,0.0,9.6,18.6,149,97,Zaza Pachulia
45,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-02-23&is_playoff_game=N,2017-02-23,GSW,,LAC,W (+10),1,18:08,3,3,1.000,0,0,,0,0,,1,3,4,1,1,4,1,4,6,8.6,+9,1.000,1.000,6.8,15.0,11.5,7.6,2.5,16.3,25.0,9.3,145,95,Zaza Pachulia
46,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-02-25&is_playoff_game=N,2017-02-25,GSW,,BRK,W (+17),1,20:18,3,5,.600,0,0,,2,3,.667,1,8,9,3,0,1,1,5,8,8.2,+30,.633,.600,4.4,37.8,20.5,20.3,0.0,3.6,13.7,14.3,124,88,Zaza Pachulia
47,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-02-27&is_playoff_game=N,2017-02-27,GSW,@,PHI,W (+11),1,14:30,5,5,1.000,0,0,,6,7,.857,1,4,5,2,1,1,0,0,16,19.1,+1,.990,1.000,7.2,32.3,19.0,28.2,3.3,6.9,0.0,22.4,208,99,Zaza Pachulia
48,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-02-28&is_playoff_game=N,2017-02-28,GSW,@,WAS,L (-4),1,18:09,4,8,.500,0,0,,4,5,.800,6,2,8,0,1,0,2,2,12,10.6,-6,.588,.500,37.8,11.8,24.3,0.0,2.7,0.0,16.4,28.1,118,114,Zaza Pachulia
49,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-02&is_playoff_game=N,2017-03-02,GSW,@,CHI,L (-7),1,14:07,4,7,.571,0,0,,0,0,,2,3,5,0,1,0,0,1,8,7.6,0,.571,.571,14.2,24.3,18.9,0.0,3.4,0.0,0.0,21.8,115,93,Zaza Pachulia
50,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-05&is_playoff_game=N,2017-03-05,GSW,@,NYK,W (+7),1,18:20,5,6,.833,0,0,,0,0,,0,1,1,2,1,1,2,1,10,8.8,+14,.833,.833,0.0,7.3,3.2,19.5,2.8,4.3,25.0,19.7,121,113,Zaza Pachulia
51,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-06&is_playoff_game=N,2017-03-06,GSW,@,ATL,W (+8),1,14:51,3,6,.500,0,0,,0,0,,1,4,5,2,0,0,0,2,6,5.5,+11,.500,.500,7.0,29.4,18.0,20.7,0.0,0.0,0.0,17.5,126,113,Zaza Pachulia
52,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-08&is_playoff_game=N,2017-03-08,GSW,,BOS,L (-13),1,18:32,1,5,.200,0,0,,0,0,,2,4,6,3,0,1,1,2,2,2.5,+4,.200,.200,10.8,24.1,17.1,22.6,0.0,4.7,16.7,14.8,72,109,Zaza Pachulia
53,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-10&is_playoff_game=N,2017-03-10,GSW,@,MIN,L (-1),1,25:43,4,4,1.000,0,0,,1,2,.500,1,4,5,3,3,1,1,6,9,11.7,+4,.922,1.000,4.2,16.6,10.5,16.7,6.0,2.5,17.0,10.2,155,100,Zaza Pachulia
54,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-11&is_playoff_game=N,2017-03-11,GSW,@,SAS,L (-22),1,20:02,4,9,.444,0,0,,3,5,.600,6,6,12,3,1,1,2,0,11,13.3,-18,.491,.444,24.4,39.9,30.3,30.7,2.5,4.8,15.2,27.0,106,106,Zaza Pachulia
55,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-14&is_playoff_game=N,2017-03-14,GSW,,PHI,W (+2),1,12:28,0,5,.000,0,0,,2,2,1.000,1,4,5,1,2,1,3,3,2,-0.4,-11,.170,.000,7.4,35.8,20.3,12.0,7.3,6.2,33.8,28.2,38,80,Zaza Pachulia
56,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-16&is_playoff_game=N,2017-03-16,GSW,,ORL,W (+30),1,21:24,5,8,.625,0,0,,0,0,,3,7,10,3,1,0,0,3,10,12.5,+18,.625,.625,16.8,28.0,23.4,17.3,2.2,0.0,0.0,16.4,146,86,Zaza Pachulia
57,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-18&is_playoff_game=N,2017-03-18,GSW,,MIL,W (+25),1,12:05,3,5,.600,0,0,,2,4,.500,0,4,4,2,1,0,2,3,8,5.3,-8,.592,.600,0.0,31.8,20.1,24.0,4.4,0.0,22.8,36.5,99,90,Zaza Pachulia
58,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-20&is_playoff_game=N,2017-03-20,GSW,@,OKC,W (+16),1,14:20,1,4,.250,0,0,,0,0,,1,1,2,1,0,0,2,4,2,-2.3,-3,.250,.250,9.1,6.8,7.8,9.1,0.0,0.0,33.3,18.6,55,104,Zaza Pachulia
59,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-21&is_playoff_game=N,2017-03-21,GSW,@,DAL,W (+25),1,14:29,3,3,1.000,0,0,,0,0,,1,5,6,0,0,0,1,3,6,5.1,+5,1.000,1.000,11.0,30.1,23.4,0.0,0.0,0.0,25.0,13.1,135,91,Zaza Pachulia
60,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-24&is_playoff_game=N,2017-03-24,GSW,,SAC,W (+14),1,19:00,1,4,.250,0,0,,2,2,1.000,2,6,8,3,2,1,2,1,4,7.2,+13,.410,.250,11.5,41.0,25.0,18.3,5.2,4.1,29.1,16.0,95,93,Zaza Pachulia
61,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-26&is_playoff_game=N,2017-03-26,GSW,,MEM,W (+12),1,11:51,1,2,.500,0,0,,0,0,,3,2,5,0,0,0,2,2,2,0.9,-3,.500,.500,39.2,18.8,27.4,0.0,0.0,0.0,50.0,16.9,88,110,Zaza Pachulia
62,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-28&is_playoff_game=N,2017-03-28,GSW,@,HOU,W (+7),1,14:27,1,1,1.000,0,0,,0,0,,1,2,3,2,0,0,1,4,2,1.8,+1,1.000,1.000,9.2,14.4,12.2,15.9,0.0,0.0,50.0,6.0,129,111,Zaza Pachulia
63,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-29&is_playoff_game=N,2017-03-29,GSW,@,SAS,W (+12),1,17:43,2,7,.286,0,0,,2,2,1.000,4,0,4,2,1,0,1,3,6,4.9,+3,.381,.286,30.1,0.0,14.1,14.4,3.0,0.0,11.3,22.9,108,114,Zaza Pachulia
