game,playoff,date,team,loc,opp,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,ts_pct,eFG_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,Name
1,/play-index/pgl_cum_stats.cgi?player=sandela01&year=2017&date_game=2017-03-14&is_playoff_game=N,2017-03-14,CLE,,DET,W (+32),0,1:58,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-1.5,-6,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0,113,Larry Sanders
2,/play-index/pgl_cum_stats.cgi?player=sandela01&year=2017&date_game=2017-03-25&is_playoff_game=N,2017-03-25,CLE,,WAS,L (-12),0,2:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,144,Larry Sanders
3,/play-index/pgl_cum_stats.cgi?player=sandela01&year=2017&date_game=2017-04-05&is_playoff_game=N,2017-04-05,CLE,@,BOS,W (+23),0,4:04,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-0.1,-3,.000,.000,27.4,25.7,26.5,0.0,0.0,0.0,0.0,10.7,70,98,Larry Sanders
4,/play-index/pgl_cum_stats.cgi?player=sandela01&year=2017&date_game=2017-04-07&is_playoff_game=N,2017-04-07,CLE,,ATL,L (-14),0,1:56,0,0,,0,0,,2,2,1.000,0,0,0,0,1,1,0,0,2,3.7,+6,1.136,,0.0,0.0,0.0,0.0,25.6,47.7,0.0,21.5,250,19,Larry Sanders
5,/play-index/pgl_cum_stats.cgi?player=sandela01&year=2017&date_game=2017-04-10&is_playoff_game=N,2017-04-10,CLE,@,MIA,L (-3),0,2:21,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,2,2,2,-0.4,+2,.500,.500,100.0,0.0,48.5,0.0,0.0,0.0,50.0,75.4,73,115,Larry Sanders
