date,team,opp,mpg,orig_ppg,orig_scaled,opp_orig_scaled,diff_orig,pred_scaled,opp_pred_scaled,diff_pred
2016-11-05,MIN,OKC,204.2,97.75,114.887365328,105.922101476,-8.96526385234,114.887365328,106.263059861,-8.62430546696
2016-11-05,OKC,MIN,227.903333333,100.583333333,105.922101476,114.887365328,8.96526385234,106.263059861,114.887365328,8.62430546696
2016-11-05,ORL,WAS,236.838333333,100.5,101.841621922,95.5923268414,-6.24929508072,100.994008035,95.5923268414,-5.40168119386
2016-11-05,PHI,CLE,178.07,58.3333333333,78.6207671141,111.643790635,33.023023521,78.6252048348,111.39620603,32.7710011957
2016-11-05,SAC,MIL,200.2475,67.8333333333,81.2993920024,108.820392701,27.5210006984,81.0809345955,108.820392701,27.7394581054
2016-11-05,SAS,LAC,224.681666667,100.083333333,106.906808893,102.379490808,-4.52731808489,109.108625469,101.579161641,-7.52946382749
2016-11-05,WAS,ORL,170.725,68.0,95.5923268414,101.841621922,6.24929508072,95.5923268414,100.994008035,5.40168119386
2016-11-06,BOS,DEN,184.3475,91.0,118.471907674,98.8423864648,-19.6295212095,118.417644431,97.8707487084,-20.5468957227
2016-11-06,DAL,MIL,183.966666667,70.5,91.9731835477,112.283035481,20.3098519337,90.7036837723,111.883299897,21.1796161246
2016-11-06,DEN,BOS,209.626666667,86.3333333333,98.8423864648,118.471907674,19.6295212095,97.8707487084,118.417644431,20.5468957227
2016-11-06,LAL,PHO,234.1275,114.75,117.628215395,102.121423452,-15.5067919431,113.525409488,104.068913015,-9.45649647256
2016-11-06,MEM,POR,223.826666667,89.25,95.6990528385,104.505805878,8.8067530396,100.341084851,108.102930474,7.76184562377
2016-11-06,MIL,DAL,220.514166667,103.166666667,112.283035481,91.9731835477,-20.3098519337,111.883299897,90.7036837723,-21.1796161246
2016-11-06,NYK,UTA,224.061666667,98.6666666667,105.685190833,98.2539422468,-7.43124858608,104.321263515,99.9189755853,-4.40228792951
2016-11-06,PHO,LAL,259.299166667,110.333333333,102.121423452,117.628215395,15.5067919431,104.068913015,113.525409488,9.45649647256
2016-11-06,POR,MEM,239.986666667,104.5,104.505805878,95.6990528385,-8.8067530396,108.102930474,100.341084851,-7.76184562377
2016-11-06,SAC,TOR,200.814166667,81.8333333333,97.8018649083,106.187532956,8.38566804737,102.589704677,106.77799072,4.18828604347
2016-11-06,TOR,SAC,210.194166667,93.0,106.187532956,97.8018649083,-8.38566804737,106.77799072,102.589704677,-4.18828604347
2016-11-06,UTA,NYK,225.823,92.45,98.2539422468,105.685190833,7.43124858608,99.9189755853,104.321263515,4.40228792951
2016-11-07,CHI,ORL,240.766,106.266666667,105.928577955,100.207878045,-5.72069991048,109.837424234,102.33113894,-7.50628529389
